OrderID,Date,Product,Region,Customer,Quantity,UnitPrice,Sales
1192,2024-05-29,Wireless Mouse,East,Customer M,5,750.48,4078.15
1325,2024-05-31,4K Monitor,East,Customer K,5,603.58,3281.9
1508,2024-06-01,Office Chair,South,Customer F,2,74.23,161.55
1349,2024-06-02,Laptop Pro,West,Customer D,9,1071.87,10503.61
1294,2024-06-03,Wireless Mouse,South,Customer L,5,290.38,1581.82
1087,2024-06-04,4K Monitor,West,Customer I,7,183.43,1399.76
1177,2024-06-06,4K Monitor,East,Customer N,8,420.8,3672.13
1015,2024-06-07,Office Chair,North,Customer F,2,407.65,889.89
1038,2024-06-07,Office Chair,West,Customer D,8,616.28,5384.58
1223,2024-06-07,Desk Lamp,West,Customer J,1,598.41,653.96
1498,2024-06-08,Laptop Pro,North,Customer L,4,105.34,460.75
1469,2024-06-09,Noise Cancelling Headphones,East,Customer M,6,282.08,1851.84
1526,2024-06-11,Desk Lamp,North,Customer B,3,1177.7,3868.13
1247,2024-06-12,Mechanical Keyboard,North,Customer B,1,871.41,954.62
1101,2024-06-12,Wireless Mouse,South,Customer A,9,524.47,5174.13
1090,2024-06-17,4K Monitor,West,,4,364.62,1599.7
1543,2024-06-22,Standing Desk,West,Customer L,9,929.38,9179.92
1319,2024-06-22,Wireless Mouse,East,Customer A,9,967.69,9564.14
1461,2024-06-23,Laptop Pro,West,Customer B,3,1149.98,3790.9
1190,2024-06-23,Laptop Pro,South,Customer J,8,753.74,6629.89
1210,2024-06-23,Mechanical Keyboard,West,Customer H,2,1133.69,2494.5
1452,2024-06-23,Wireless Mouse,South,Customer N,5,486.64,2678.55
1564,2024-06-24,Laptop Pro,North,Customer O,5,1192.01,6565.01
1581,2024-06-25,Office Chair,South,Customer N,7,1103.11,8510.71
1200,2024-06-26,Mechanical Keyboard,West,Customer J,4,1092.7,4820.28
1201,2024-06-28,Desk Lamp,West,Customer H,3,870.74,2882.6
1530,2024-06-29,Wireless Mouse,West,Customer O,4,1133.29,5005.4
1326,2024-06-30,USB-C Hub,East,Customer E,4,351.86,1555.0
1206,2024-07-01,Webcam HD,North,Customer G,4,162.91,720.39
1460,2024-07-01,Office Chair,West,Customer C,5,83.55,462.11
1225,2024-07-03,Mechanical Keyboard,East,Customer O,1,1040.71,1151.9
1238,2024-07-04,Desk Lamp,North,Customer D,9,89.01,887.22
1364,2024-07-05,Wireless Mouse,South,Customer N,4,1159.77,5140.94
1300,2024-07-06,Office Chair,North,Customer J,2,395.97,878.14
1082,2024-07-09,Desk Lamp,East,Customer A,4,872.91,3874.03
1275,2024-07-10,Desk Lamp,South,Customer M,8,497.94,4422.44
1394,2024-07-12,Laptop Pro,West,Customer G,8,176.87,1571.81
1131,2024-07-12,Laptop Pro,East,Customer O,5,383.79,2132.95
1218,2024-07-12,Laptop Pro,North,Customer F,5,353.65,1966.62
1291,2024-07-13,Mechanical Keyboard,South,Customer K,4,101.39,451.33
1023,2024-07-13,Noise Cancelling Headphones,North,Customer J,9,24.08,241.32
1241,2024-07-13,Webcam HD,North,Customer C,4,619.86,2762.57
1067,2024-07-15,Laptop Pro,South,Customer M,3,511.45,1710.58
1470,2024-07-16,Noise Cancelling Headphones,North,Customer F,1,247.06,275.6
1240,2024-07-16,Wireless Mouse,West,Customer H,9,546.26,5487.59
1487,2024-07-18,Standing Desk,South,Customer E,7,88.71,693.54
1041,2024-07-21,Office Chair,East,Customer C,7,847.18,6627.24
1504,2024-07-21,USB-C Hub,East,Customer B,3,67.02,224.82
1481,2024-07-22,USB-C Hub,West,Customer C,6,424.05,2846.73
1402,2024-07-22,Laptop Pro,North,,8,1069.9,9582.3
1482,2024-07-24,Office Chair,East,Customer C,9,1102.22,11112.36
1127,2024-07-26,Wireless Mouse,North,Customer L,9,769.73,7764.89
1273,2024-07-27,Laptop Pro,West,Customer N,9,592.84,5984.02
1529,2024-07-28,Webcam HD,West,Customer H,9,1090.86,11017.5
1510,2024-07-28,Wireless Mouse,South,Customer K,6,1177.71,7934.5
1480,2024-07-29,Wireless Mouse,South,Customer D,7,322.99,2540.24
1306,2024-08-01,Laptop Pro,South,Customer E,8,439.01,3948.3
1441,2024-08-02,Laptop Pro,South,Customer M,5,455.51,2561.96
1584,2024-08-02,Office Chair,North,Customer F,9,276.71,2803.04
1560,2024-08-03,Wireless Mouse,North,Customer B,7,155.43,1225.33
1385,2024-08-06,4K Monitor,East,Customer A,4,1022.66,4609.65
1286,2024-08-07,Mechanical Keyboard,South,Customer F,9,106.08,1076.49
1503,2024-08-08,Mechanical Keyboard,North,Customer D,2,527.89,1191.15
1183,2024-08-11,Webcam HD,East,Customer J,8,179.95,1625.14
1466,2024-08-13,Office Chair,South,Customer I,2,1155.88,2611.25
1193,2024-08-14,Laptop Pro,West,Customer O,6,253.55,1719.4
1078,2024-08-15,Office Chair,North,Customer G,2,768.77,1738.78
1359,2024-08-17,Wireless Mouse,North,Customer O,3,849.07,2882.3
1324,2024-08-18,Desk Lamp,North,Customer L,2,336.62,762.26
1033,2024-08-18,Mechanical Keyboard,South,Customer L,5,485.46,2749.86
1429,2024-08-18,Mechanical Keyboard,West,Customer O,2,1171.58,2656.1
1145,2024-08-18,Wireless Mouse,North,Customer G,7,61.21,485.98
1519,2024-08-18,Mechanical Keyboard,North,Customer C,8,1177.66,10692.13
1521,2024-08-19,4K Monitor,West,Customer J,6,322.56,2197.72
1289,2024-08-19,Office Chair,West,Customer I,4,852.9,3876.35
1021,2024-08-20,Laptop Pro,West,Customer J,5,627.14,3564.96
1425,2024-08-20,Noise Cancelling Headphones,West,Customer F,1,384.56,437.46
1269,2024-08-20,Webcam HD,North,Customer G,4,922.85,4201.66
1484,2024-08-23,Noise Cancelling Headphones,West,Customer F,1,571.94,651.38
1248,2024-08-24,Wireless Mouse,South,Customer C,3,835.65,2856.83
1415,2024-08-25,Noise Cancelling Headphones,North,Customer A,7,505.17,4032.08
1338,2024-08-25,Laptop Pro,West,Customer F,1,1009.62,1151.88
1188,2024-08-28,USB-C Hub,South,Customer O,5,1192.71,6807.81
1191,2024-08-31,Desk Lamp,North,Customer G,7,689.71,5514.69
1102,2024-08-31,Wireless Mouse,West,Customer A,8,812.47,7428.61
1565,2024-08-31,Standing Desk,North,Customer N,5,68.22,390.07
1068,2024-09-01,Laptop Pro,East,,5,905.15,5178.55
1533,2024-09-03,Wireless Mouse,North,Customer C,7,1173.11,9401.72
1182,2024-09-03,Laptop Pro,North,Customer D,4,702.85,3220.67
1373,2024-09-04,Mechanical Keyboard,South,Customer N,8,441.66,4050.0
1056,2024-09-06,Wireless Mouse,South,Customer I,8,769.14,7057.08
1116,2024-09-08,USB-C Hub,South,Customer C,1,851.12,976.73
1222,2024-09-09,Office Chair,West,,7,620.86,4990.3
1532,2024-09-15,Mechanical Keyboard,East,Customer G,9,632.93,6544.64
1009,2024-09-17,Mechanical Keyboard,West,Customer G,4,443.8,2040.74
1471,2024-09-17,Office Chair,North,Customer A,5,181.85,1045.87
1587,2024-09-20,Desk Lamp,East,Customer E,6,222.64,1537.44
1434,2024-09-20,Noise Cancelling Headphones,South,Customer J,9,157.45,1631.85
1496,2024-09-20,Wireless Mouse,North,Customer M,5,608.22,3504.12
1077,2024-09-20,Laptop Pro,West,Customer I,9,27.01,280.26
1112,2024-09-21,Desk Lamp,South,Customer J,5,392.86,2266.0
1374,2024-09-21,USB-C Hub,East,Customer M,1,1148.81,1326.02
1172,2024-09-23,Wireless Mouse,North,Customer L,9,536.92,5580.92
1368,2024-09-23,4K Monitor,West,Customer A,8,368.19,3403.82
1511,2024-09-23,Laptop Pro,South,Customer N,4,954.87,4416.31
1274,2024-09-23,Standing Desk,East,Customer M,4,107.01,495.21
1386,2024-09-27,Office Chair,West,Customer I,7,266.21,2157.15
1468,2024-09-27,Desk Lamp,South,Customer I,7,448.33,3634.99
1582,2024-09-28,Wireless Mouse,North,Customer K,8,135.64,1257.58
1155,2024-09-29,4K Monitor,North,Customer C,8,1147.76,10647.53
1146,2024-09-29,Laptop Pro,West,Customer K,9,51.68,539.66
1174,2024-09-29,Desk Lamp,East,,3,322.31,1122.54
1262,2024-10-01,Noise Cancelling Headphones,East,Customer E,7,889.38,7231.74
1535,2024-10-02,Wireless Mouse,North,Customer C,3,206.58,720.31
1233,2024-10-02,Desk Lamp,North,Customer H,6,144.48,1008.13
1534,2024-10-04,Wireless Mouse,East,Customer I,9,912.41,9555.17
1478,2024-10-06,Webcam HD,North,Customer N,8,474.98,4424.05
1256,2024-10-06,4K Monitor,North,Customer A,1,25.5,29.71
1126,2024-10-07,Noise Cancelling Headphones,West,Customer I,6,780.3,5457.15
1098,2024-10-07,Laptop Pro,West,Customer M,2,787.97,1837.98
1144,2024-10-07,Desk Lamp,South,Customer E,7,470.28,3841.54
1540,2024-10-09,Mechanical Keyboard,West,,4,804.92,3759.34
1220,2024-10-09,Noise Cancelling Headphones,West,Customer F,3,917.73,3216.5
1444,2024-10-09,Mechanical Keyboard,East,Customer H,4,781.05,3652.03
1159,2024-10-09,Noise Cancelling Headphones,South,Customer M,5,994.65,5816.79
1156,2024-10-10,4K Monitor,East,Customer O,3,387.05,1358.88
1472,2024-10-12,Wireless Mouse,South,Customer D,3,752.56,2643.63
1357,2024-10-14,Mechanical Keyboard,East,Customer M,6,474.36,3334.62
1583,2024-10-17,Laptop Pro,South,Customer E,6,614.56,4322.64
1121,2024-10-19,Mechanical Keyboard,North,Customer F,8,183.97,1726.31
1046,2024-10-20,4K Monitor,East,Customer I,7,514.87,4229.84
1575,2024-10-20,Wireless Mouse,North,Customer M,3,312.44,1100.69
1132,2024-10-21,Wireless Mouse,North,Customer L,4,817.39,3841.6
1036,2024-10-23,Mechanical Keyboard,East,Customer I,8,149.9,1409.81
1305,2024-10-25,Noise Cancelling Headphones,West,Customer H,5,730.14,4294.3
1180,2024-10-26,Desk Lamp,East,Customer A,4,675.88,3181.94
1362,2024-10-26,Laptop Pro,South,Customer J,5,859.96,5063.57
1576,2024-10-31,Wireless Mouse,South,Customer F,1,683.43,805.28
1500,2024-11-01,Mechanical Keyboard,West,Customer M,7,971.25,8015.49
1073,2024-11-01,Noise Cancelling Headphones,East,Customer F,1,807.26,952.27
1477,2024-11-03,Laptop Pro,West,Customer F,3,768.61,2721.57
1290,2024-11-03,Mechanical Keyboard,North,Customer A,8,74.52,704.05
1027,2024-11-03,Laptop Pro,North,Customer A,9,416.55,4429.89
1569,2024-11-03,Laptop Pro,North,Customer K,3,908.8,3223.43
1409,2024-11-03,Laptop Pro,West,Customer I,3,1005.04,3566.8
1380,2024-11-04,Wireless Mouse,North,Customer E,1,453.23,536.46
1232,2024-11-04,Mechanical Keyboard,East,Customer H,1,252.56,299.11
1215,2024-11-04,Standing Desk,West,Customer M,6,1038.3,7382.16
1572,2024-11-06,Noise Cancelling Headphones,West,Customer N,9,698.89,7457.7
1292,2024-11-06,Webcam HD,West,Customer G,2,492.4,1168.28
1392,2024-11-09,Noise Cancelling Headphones,North,Customer B,8,735.19,6981.24
1150,2024-11-10,USB-C Hub,North,Customer L,1,911.11,1082.08
1548,2024-11-10,Standing Desk,East,Customer H,5,1112.54,6610.23
1209,2024-11-15,Office Chair,North,Customer L,2,1054.35,2507.21
1333,2024-11-16,Standing Desk,West,Customer L,8,620.69,5907.23
1446,2024-11-17,Laptop Pro,South,Customer N,2,1018.77,2425.32
1164,2024-11-21,USB-C Hub,East,Customer M,4,471.83,2247.77
1399,2024-11-21,Wireless Mouse,South,Customer D,8,483.23,4606.74
1341,2024-11-22,Noise Cancelling Headphones,South,Customer L,6,892.97,6388.24
1069,2024-11-23,4K Monitor,North,Customer N,5,99.14,591.36
1003,2024-11-25,Laptop Pro,West,Customer L,5,726.77,4337.57
1070,2024-11-25,Wireless Mouse,North,Customer D,6,110.01,788.33
1358,2024-11-26,Noise Cancelling Headphones,East,Customer O,3,764.76,2741.65
1435,2024-11-27,Standing Desk,West,,3,329.72,1182.7
1042,2024-11-28,4K Monitor,North,Customer O,8,1191.49,11403.3
1263,2024-12-02,Office Chair,East,Customer A,7,1003.46,8407.96
1022,2024-12-02,Webcam HD,West,Customer K,1,21.52,25.77
1244,2024-12-02,Noise Cancelling Headphones,South,Customer G,1,37.65,45.12
1422,2024-12-02,Laptop Pro,South,Customer D,3,1156.75,4160.82
1433,2024-12-04,4K Monitor,North,Customer D,5,971.48,5827.26
1187,2024-12-06,Webcam HD,West,Customer G,6,491.11,3536.98
1282,2024-12-06,Laptop Pro,South,Customer E,3,100.7,362.82
1585,2024-12-08,Standing Desk,North,Customer F,3,61.13,220.37
1149,2024-12-09,USB-C Hub,North,Customer E,8,42.67,410.43
1260,2024-12-09,Standing Desk,South,Customer A,6,364.12,2628.23
1264,2024-12-10,Webcam HD,South,Customer F,2,892.46,2148.46
1405,2024-12-12,USB-C Hub,East,Customer G,6,83.84,605.83
1367,2024-12-12,USB-C Hub,East,Customer L,8,847.51,8170.05
1299,2024-12-15,4K Monitor,North,Customer F,6,1088.74,7876.01
1095,2024-12-16,Office Chair,North,Customer E,2,676.99,1633.37
1379,2024-12-16,4K Monitor,West,,8,451.92,4363.78
1186,2024-12-23,Laptop Pro,South,Customer K,5,594.34,3588.86
1074,2024-12-25,Laptop Pro,South,Customer B,8,819.22,7919.22
1208,2024-12-27,Wireless Mouse,North,Customer A,8,341.78,3305.74
1497,2024-12-31,Laptop Pro,East,Customer L,4,820.35,3969.45
1285,2025-01-01,Laptop Pro,West,Customer J,6,369.99,2686.91
1408,2025-01-01,Wireless Mouse,East,Customer B,3,332.1,1206.54
1214,2025-01-04,Laptop Pro,South,Customer K,3,587.84,2136.83
1541,2025-01-05,Noise Cancelling Headphones,West,Customer C,8,207.8,2015.42
1330,2025-01-05,Laptop Pro,North,Customer B,7,902.14,7660.21
1016,2025-01-10,USB-C Hub,North,Customer O,8,586.22,5691.91
1327,2025-01-16,4K Monitor,South,Customer H,9,173.59,1897.2
1025,2025-01-16,Wireless Mouse,East,Customer B,8,58.51,568.73
1559,2025-01-18,Laptop Pro,North,Customer G,8,799.98,7780.24
1044,2025-01-18,4K Monitor,North,Customer E,5,340.56,2071.22
1154,2025-01-21,Mechanical Keyboard,North,Customer K,4,152.62,742.97
1315,2025-01-24,Webcam HD,South,Customer I,8,823.9,8026.08
1293,2025-01-27,4K Monitor,West,Customer H,9,364.92,4001.45
1298,2025-01-27,4K Monitor,North,Customer J,7,495.05,4224.37
1388,2025-01-29,4K Monitor,South,Customer E,2,574.65,1401.8
1194,2025-01-31,Laptop Pro,North,Customer G,4,483.24,2358.92
1495,2025-02-01,USB-C Hub,North,Customer D,5,301.64,1841.57
1551,2025-02-04,Laptop Pro,South,Customer G,9,278.16,3058.46
1140,2025-02-06,Laptop Pro,East,Customer L,8,590.42,5773.7
1010,2025-02-06,Laptop Pro,West,Customer H,7,574.9,4921.87
1391,2025-02-12,USB-C Hub,South,Customer F,3,818.21,3003.75
1239,2025-02-14,Laptop Pro,South,Customer B,5,1061.91,6500.87
1075,2025-02-14,Desk Lamp,West,Customer B,8,443.88,4350.17
1204,2025-02-14,4K Monitor,West,Customer D,7,169.82,1457.05
1489,2025-02-15,4K Monitor,East,Customer H,4,24.29,119.15
1049,2025-02-17,Wireless Mouse,South,Customer L,8,861.13,8453.16
1139,2025-02-17,Standing Desk,South,Customer B,1,181.56,222.9
1377,2025-02-18,4K Monitor,West,Customer C,8,557.37,5477.3
1329,2025-02-19,USB-C Hub,South,Customer H,6,79.38,585.37
1492,2025-02-19,Mechanical Keyboard,West,Customer D,5,174.12,1070.59
1438,2025-02-19,Laptop Pro,East,Customer J,9,931.17,10311.27
1086,2025-02-22,Mechanical Keyboard,North,Customer G,9,647.75,7176.72
1017,2025-02-22,USB-C Hub,South,Customer B,3,247.38,914.11
1211,2025-02-24,USB-C Hub,East,Customer M,3,191.32,707.34
1047,2025-02-24,Mechanical Keyboard,East,Customer J,5,502.06,3095.34
1346,2025-02-24,Laptop Pro,East,Customer B,5,1013.61,6252.57
1198,2025-02-24,Mechanical Keyboard,South,Customer J,7,284.88,2461.57
1518,2025-02-26,Standing Desk,North,Customer E,9,858.39,9541.46
1142,2025-02-26,Standing Desk,South,Customer K,6,613.96,4552.12
1557,2025-02-26,4K Monitor,West,Customer L,6,49.57,367.73
1196,2025-02-28,Noise Cancelling Headphones,West,Customer H,4,578.52,2862.66
1283,2025-02-28,Mechanical Keyboard,West,Customer B,7,1146.81,9936.08
1339,2025-03-01,Laptop Pro,South,,1,19.53,24.19
1321,2025-03-06,4K Monitor,North,Customer B,9,631.4,7041.11
1381,2025-03-09,Standing Desk,East,Customer D,4,77.04,382.04
1552,2025-03-11,Standing Desk,South,Customer L,4,396.18,1965.69
1151,2025-03-12,Wireless Mouse,East,Customer O,5,558.35,3464.75
1515,2025-03-14,USB-C Hub,South,Customer C,3,248.36,925.19
1257,2025-03-19,Noise Cancelling Headphones,South,Customer C,5,1197.42,7438.4
1491,2025-03-19,Office Chair,North,Customer B,6,545.49,4068.5
1051,2025-03-22,Laptop Pro,East,Customer B,7,381.61,3322.36
1451,2025-03-22,4K Monitor,North,Customer D,9,557.72,6246.28
1523,2025-03-24,Noise Cancelling Headphones,East,Customer B,6,718.37,5366.55
1431,2025-03-24,Wireless Mouse,West,Customer L,6,35.08,262.2
1342,2025-03-25,Laptop Pro,West,Customer B,6,389.78,2914.96
1278,2025-03-29,Office Chair,North,Customer I,5,428.35,2670.93
1013,2025-03-29,Desk Lamp,East,Customer E,2,343.02,856.0
1554,2025-03-29,Standing Desk,North,Customer M,8,878.7,8775.85
1546,2025-03-29,4K Monitor,South,Customer D,4,25.71,128.46
1579,2025-03-30,USB-C Hub,East,Customer G,1,299.87,374.76
1157,2025-03-30,Wireless Mouse,West,Customer D,2,1067.76,2670.29
1253,2025-03-31,Standing Desk,North,Customer B,5,345.33,2160.19
1420,2025-04-02,4K Monitor,West,Customer G,6,26.76,200.98
1148,2025-04-03,Office Chair,East,Customer O,8,204.63,2050.26
1096,2025-04-05,4K Monitor,South,Customer C,1,421.65,528.36
1396,2025-04-06,Standing Desk,East,,4,890.24,4464.58
1079,2025-04-06,Office Chair,East,Customer C,2,1097.25,2752.83
1448,2025-04-11,Webcam HD,North,Customer F,3,1079.79,4065.71
